title,info,links,timestamp,status,rating,comment,tags
红辣椒,imdb:tt0851578 year:2006 director:/person/2HE5UgVFHm1QnPsZEUbHFJ,https://neodb.social/movie/5H6juMbvxc5k18eMRCqheU https://movie.douban.com/subject/1865703/ https://bridge.neodb.net/catalog/movie/imdbId-tt0851578 https://www.imdb.com/title/tt0851578/ https://bgm.tv/subject/841 https://www.themoviedb.org/movie/4977 https://www.wikidata.org/wiki/Q578595,2021-12-22T16:00:00+00:00,wishlist,,,
你好，李焕英,imdb:tt13364790 year:2021 director:贾玲,https://neodb.social/movie/4uYHvMrXEFGcX8koF4raMS https://www.imdb.com/title/tt13364790/ https://movie.douban.com/subject/34841067/ https://www.themoviedb.org/movie/758891 https://www.wikidata.org/wiki/Q105221616,2021-12-22T16:00:00+00:00,wishlist,,,
花火,imdb:tt0119250 year:1997 director:北野武,https://neodb.social/movie/6iCnTm6pxwhRDUwY1NHapj https://www.imdb.com/title/tt0119250/ https://movie.douban.com/subject/1302642/ https://www.themoviedb.org/movie/5910 https://www.wikidata.org/wiki/Q1125897,2021-12-22T16:00:00+00:00,wishlist,,,
映画大师宫崎骏 创作的秘密,year:2007,https://neodb.social/movie/7TDOpru58y304MIE0ezVCv https://movie.douban.com/subject/4241946/,2021-12-22T16:00:00+00:00,wishlist,,,
雄狮少年,imdb:tt16345484 year:2021 director:孙海鹏,https://neodb.social/movie/1PuzXvCdcayhObXGvLF7gL https://www.wikidata.org/wiki/Q110813337 https://bgm.tv/subject/338424 https://movie.douban.com/subject/35144311/ https://www.imdb.com/title/tt16345484/ https://www.themoviedb.org/movie/839803,2021-12-22T16:00:00+00:00,wishlist,,,
阿基里斯与龟,imdb:tt1217243 year:2008 director:北野武,https://neodb.social/movie/0aFVZ9RUH7nP8QYbrt5yXc https://movie.douban.com/subject/3039187/ https://www.wikidata.org/wiki/Q340300 https://www.imdb.com/title/tt1217243/ https://www.themoviedb.org/movie/12166,2021-12-22T16:00:00+00:00,wishlist,,,
你的名字,imdb:tt7456298 year:2023,https://neodb.social/movie/1HKKlH4It0CmaB0WQR5hbh https://movie.douban.com/subject/27156522/,2021-12-30T16:00:00+00:00,wishlist,,笑死,
送你一朵小红花,imdb:tt12497408 year:2020 director:韩延,https://neodb.social/movie/7EaFlMcwk2drpvkdb1oWFA https://movie.douban.com/subject/35096844/ https://www.wikidata.org/wiki/Q104532857 https://www.imdb.com/title/tt12497408/ https://www.themoviedb.org/movie/716815,2022-02-03T16:00:00+00:00,wishlist,,,
孔子,imdb:tt1397498 year:2010 director:胡玫,https://neodb.social/movie/2AhPXx5aklxBDvaaISObKP https://www.imdb.com/title/tt1397498/ https://movie.douban.com/subject/3606975/ https://www.themoviedb.org/movie/34182 https://www.wikidata.org/wiki/Q868745,2022-02-12T16:00:00+00:00,complete,6,刘峰老贼,
缝纫机乐队,imdb:tt7339584 year:2017 director:大鹏,https://neodb.social/movie/50MpKxX2cGuze2MEt3AuyM https://www.wikidata.org/wiki/Q48903435 https://www.imdb.com/title/tt7339584/ https://movie.douban.com/subject/26926321/ https://www.themoviedb.org/movie/479794,2022-02-12T16:00:00+00:00,complete,6,,
世界上最糟糕的人,imdb:tt10370710 year:2021 director:/person/1cMdoAoz0YHqp7ZkJe6rlS,https://neodb.social/movie/0KJXHHgYiH0CujAGGQ1m1M https://www.imdb.com/title/tt10370710/ https://movie.douban.com/subject/34447553/ https://www.themoviedb.org/movie/660120 https://bridge.neodb.net/catalog/movie/imdbId-tt10370710 https://www.wikidata.org/wiki/Q107089587,2022-02-14T16:00:00+00:00,wishlist,,,
