title,info,links,timestamp,status,rating,comment,tags
菊与刀,isbn:9787100012935 pub_year:1990 author:[美国] 鲁思·本尼迪克特,https://neodb.social/book/5mrxixI4T8bCd4HsObcXsO https://book.douban.com/subject/1022238/,2025-06-29T16:00:00+00:00,wishlist,,,
我的人生中经历过四次火灾,isbn:9789887040033 pub_year:2024 author:异教陶瓷,https://neodb.social/book/2kSPZ9iHc9Erd8RKu5ddUy https://book.douban.com/subject/36882781/,2025-07-24T16:00:00+00:00,wishlist,,,
给青年艺术家的信,isbn:9787108030061 pub_year:2009 author:蒋勋,https://neodb.social/book/3UcSw3sHt3Vry8GE9BQvNe https://book.douban.com/subject/3410833/,2025-11-17T16:00:00+00:00,wishlist,,,
炎拳,pub_year:2016 author:藤本タツキ,https://neodb.social/book/50TIwTCjd3UR1X5IEaB2Th https://bgm.tv/subject/179872,2026-03-18T02:07:31.621993+00:00,complete,10,第一遍是大一刚开学坐在操场上读完的，最近读完了第二遍，很短特的一部作品,
藤本树短篇集 17-21,isbn:9787521761238 pub_year:2024 author:[日] 藤本树,https://neodb.social/book/018Pg2dgdK5do0NOV8GHce https://book.douban.com/subject/36639380/,2026-03-25T16:00:00+00:00,complete,10,"水课上读完了第二遍
真喜欢",
指匠,isbn:9787208142923 pub_year:2017 author:[英] 萨拉·沃特斯,https://neodb.social/book/3qHsZpvnxVVdumQ5zeWMGW https://book.douban.com/subject/26952166/ https://www.goodreads.com/book/show/52436308,2026-04-01T16:00:00+00:00,wishlist,,,
昨日也曾愛著他,isbn:9789862878521 pub_year:2012 author:入間人間/左,https://neodb.social/book/43g4Z0sOeETUNGFJKeMnX9 https://book.douban.com/subject/10824791/,2026-04-02T12:44:23.153291+00:00,complete,4,"水课在轻小说文库里偶然翻到遂把上下两本都看了
很无聊很莫名其妙",
明日仍將戀上他,isbn:9789863250722 pub_year:2012 author:入間人間/左,https://neodb.social/book/3aajKpki7gzMoXhYf5Ky0R https://book.douban.com/subject/20272305/,2026-04-02T12:45:42.521119+00:00,complete,4,1,
去吧，摩西,isbn:9787532750313 pub_year:2010 author:[美国] 威廉·福克纳,https://neodb.social/book/2uX3YCfJZHV3VouXJZDrTU https://book.douban.com/subject/4618955/,2026-05-27T16:00:00+00:00,wishlist,,,
夜晚的潜水艇,isbn:9787542669964 pub_year:2020 author:陈春成,https://neodb.social/book/6qPDyUhNN8ZEP9v5YVU7tx https://book.douban.com/subject/35005045/ https://books.google.com/books?id=cGU2zgEACAAJ,2026-06-14T16:00:00+00:00,complete,8,相当喜欢，很对上电波,
我らコンタクティ,isbn:9784063882971 pub_year:2017 author:森田るい,https://neodb.social/book/6p6bgNPmCytuBHFnGqHcIX https://book.douban.com/subject/27173667/ https://bgm.tv/subject/212072,2026-08-13T16:00:00+00:00,complete,6,还算有意思,
生命与新物理学,isbn:9787521706741 pub_year:2019 author:[英] 保罗·戴维斯（Paul Davies）,https://neodb.social/book/0qugApnNnC0KUhn2QrLy97 https://book.douban.com/subject/33590444/,2026-08-20T16:00:00+00:00,wishlist,,,
燕子呢喃，白鹤鸣叫,isbn:9787532192892 pub_year:2025 author:阮夕清,https://neodb.social/book/15ywFCXO0pFbTSW0shxmrc https://book.douban.com/subject/37290908/ https://books.google.com/books?id=gEp90QEACAAJ,2026-09-09T16:00:00+00:00,complete,6,"营销过度了。
勉勉强强算得上有趣",
米格尔街,isbn:9787544261654 pub_year:2013 author:V.S.奈保尔 (V.S.Naipaul),https://neodb.social/book/1aUnzR8EgYkXFJf5Ygn5nT https://book.douban.com/subject/21346008/ https://www.goodreads.com/book/show/44281873,2026-09-14T00:32:29.149000+00:00,wishlist,,,
